article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days,consolidated_event_tags
id_583,2024-08-24 09:00:00+00,3.0,3.0,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.084,0,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,3,44,43,"earnings,software"
id_584,2024-09-25 09:00:00+00,3.5,3.3,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.085,1,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,4,45,44,"ai,hardware"
id_585,2024-10-26 09:00:00+00,4.0,3.5999999999999996,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.08600000000000001,-1,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,5,46,45,"earnings,software"
id_586,2024-11-27 09:00:00+00,4.5,3.9,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.087,0,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,6,47,46,"ai,hardware"
id_587,2024-12-28 09:00:00+00,5.0,4.2,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.088,1,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,7,48,47,"earnings,software"
id_588,2024-01-01 09:00:00+00,-5.0,4.5,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.089,-1,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,8,49,48,"ai,hardware"
id_589,2024-02-02 09:00:00+00,-4.5,-4.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.09,0,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,9,50,49,"earnings,software"
id_590,2024-03-03 09:00:00+00,-4.0,-4.2,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.091,1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0,51,50,"ai,hardware"
id_591,2024-04-04 09:00:00+00,-3.5,-3.9,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.092,-1,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,1,52,51,"earnings,software"
id_592,2024-05-05 09:00:00+00,-3.0,-3.5999999999999996,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.093,0,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,2,53,52,"ai,hardware"
id_593,2024-06-06 09:00:00+00,-2.5,-3.3,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.094,1,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,3,54,53,"earnings,software"
id_594,2024-07-07 09:00:00+00,-2.0,-3.0,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.095,-1,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,4,55,54,"ai,hardware"
id_595,2024-08-08 09:00:00+00,-1.5,-2.6999999999999997,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.096,0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,5,56,55,"earnings,software"
id_596,2024-09-09 09:00:00+00,-1.0,-2.4,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.097,1,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,6,57,56,"ai,hardware"
id_597,2024-10-10 09:00:00+00,-0.5,-2.1,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.098,-1,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,7,58,57,"earnings,software"
id_598,2024-11-11 09:00:00+00,0.0,-1.7999999999999998,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.099,0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,8,59,58,"ai,hardware"
id_599,2024-12-12 09:00:00+00,0.5,-1.5,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.1,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,9,60,59,"earnings,software"
id_600,2024-01-13 09:00:00+00,1.0,-1.2,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.001,-1,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,60,"ai,hardware"
id_601,2024-02-14 09:00:00+00,1.5,-0.8999999999999999,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.002,0,0.01,0.01,0.01,-0.99,-0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.99,-0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,62,61,"earnings,software"
id_602,2024-03-15 09:00:00+00,2.0,-0.6,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.003,1,0.02,0.02,0.02,-0.98,-0.98,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.98,-0.98,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,2,63,62,"ai,hardware"
id_603,2024-04-16 09:00:00+00,2.5,-0.3,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.004,-1,0.03,0.03,0.03,-0.97,-0.97,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-0.97,-0.97,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,3,64,63,"earnings,software"
id_604,2024-05-17 09:00:00+00,3.0,0.0,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.005,0,0.04,0.04,0.04,-0.96,-0.96,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-0.96,-0.96,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4,65,64,"ai,hardware"
id_605,2024-06-18 09:00:00+00,3.5,0.3,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.006,1,0.05,0.05,0.05,-0.95,-0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.95,-0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5,66,65,"earnings,software"
id_606,2024-07-19 09:00:00+00,4.0,0.6,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.007,-1,0.06,0.06,0.06,-0.94,-0.94,0.06,0.06,0.06,0.06,0.06,0.06,0.06,-0.94,-0.94,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,6,67,66,"ai,hardware"
id_607,2024-08-20 09:00:00+00,4.5,0.8999999999999999,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.008,0,0.07,0.07,0.07,-0.93,-0.93,0.07,0.07,0.07,0.07,0.07,0.07,0.07,-0.93,-0.93,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,7,68,67,"earnings,software"
id_608,2024-09-21 09:00:00+00,5.0,1.2,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.009000000000000001,1,0.08,0.08,0.08,-0.92,-0.92,0.08,0.08,0.08,0.08,0.08,0.08,0.08,-0.92,-0.92,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,8,69,68,"ai,hardware"
id_609,2024-10-22 09:00:00+00,-5.0,1.5,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.009999999999999998,-1,0.09,0.09,0.09,-0.91,-0.91,0.09,0.09,0.09,0.09,0.09,0.09,0.09,-0.91,-0.91,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,9,70,69,"earnings,software"
id_610,2024-11-23 09:00:00+00,-4.5,1.7999999999999998,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.011,0,0.1,0.1,0.1,-0.9,-0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.9,-0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,71,70,"ai,hardware"
id_611,2024-12-24 09:00:00+00,-4.0,2.1,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.012,1,0.11,0.11,0.11,-0.89,-0.89,0.11,0.11,0.11,0.11,0.11,0.11,0.11,-0.89,-0.89,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1,72,71,"earnings,software"
id_612,2024-01-25 09:00:00+00,-3.5,2.4,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.013000000000000001,-1,0.12,0.12,0.12,-0.88,-0.88,0.12,0.12,0.12,0.12,0.12,0.12,0.12,-0.88,-0.88,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,2,73,72,"ai,hardware"
id_613,2024-02-26 09:00:00+00,-3.0,2.6999999999999997,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.013999999999999999,0,0.13,0.13,0.13,-0.87,-0.87,0.13,0.13,0.13,0.13,0.13,0.13,0.13,-0.87,-0.87,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,3,74,73,"earnings,software"
id_614,2024-03-27 09:00:00+00,-2.5,3.0,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.015,1,0.14,0.14,0.14,-0.86,-0.86,0.14,0.14,0.14,0.14,0.14,0.14,0.14,-0.86,-0.86,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,4,75,74,"ai,hardware"
id_615,2024-04-28 09:00:00+00,-2.0,3.3,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.016,-1,0.15,0.15,0.15,-0.85,-0.85,0.15,0.15,0.15,0.15,0.15,0.15,0.15,-0.85,-0.85,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,5,76,75,"earnings,software"
id_616,2024-05-01 09:00:00+00,-1.5,3.5999999999999996,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.017,0,0.16,0.16,0.16,-0.84,-0.84,0.16,0.16,0.16,0.16,0.16,0.16,0.16,-0.84,-0.84,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,6,77,76,"ai,hardware"
id_617,2024-06-02 09:00:00+00,-1.0,3.9,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.018000000000000002,1,0.17,0.17,0.17,-0.83,-0.83,0.17,0.17,0.17,0.17,0.17,0.17,0.17,-0.83,-0.83,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,7,78,77,"earnings,software"
id_618,2024-07-03 09:00:00+00,-0.5,4.2,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.019,-1,0.18,0.18,0.18,-0.82,-0.82,0.18,0.18,0.18,0.18,0.18,0.18,0.18,-0.82,-0.82,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,8,79,78,"ai,hardware"
id_619,2024-08-04 09:00:00+00,0.0,4.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.02,0,0.19,0.19,0.19,-0.81,-0.81,0.19,0.19,0.19,0.19,0.19,0.19,0.19,-0.81,-0.81,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,9,80,79,"earnings,software"
id_620,2024-09-05 09:00:00+00,0.5,-4.5,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.021,1,0.2,0.2,0.2,-0.8,-0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-0.8,-0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,81,80,"ai,hardware"
id_621,2024-10-06 09:00:00+00,1.0,-4.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.022000000000000002,-1,0.21,0.21,0.21,-0.79,-0.79,0.21,0.21,0.21,0.21,0.21,0.21,0.21,-0.79,-0.79,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,1,82,81,"earnings,software"
id_622,2024-11-07 09:00:00+00,1.5,-3.9,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.023,0,0.22,0.22,0.22,-0.78,-0.78,0.22,0.22,0.22,0.22,0.22,0.22,0.22,-0.78,-0.78,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,2,83,82,"ai,hardware"
id_623,2024-12-08 09:00:00+00,2.0,-3.5999999999999996,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.024,1,0.23,0.23,0.23,-0.77,-0.77,0.23,0.23,0.23,0.23,0.23,0.23,0.23,-0.77,-0.77,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,3,84,83,"earnings,software"
id_624,2024-01-09 09:00:00+00,2.5,-3.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.025,-1,0.24,0.24,0.24,-0.76,-0.76,0.24,0.24,0.24,0.24,0.24,0.24,0.24,-0.76,-0.76,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,4,85,84,"ai,hardware"
id_625,2024-02-10 09:00:00+00,3.0,-3.0,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.026000000000000002,0,0.25,0.25,0.25,-0.75,-0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.75,-0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,5,86,85,"earnings,software"
id_626,2024-03-11 09:00:00+00,3.5,-2.6999999999999997,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.027,1,0.26,0.26,0.26,-0.74,-0.74,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.74,-0.74,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,6,87,86,"ai,hardware"
id_627,2024-04-12 09:00:00+00,4.0,-2.4,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.028,-1,0.27,0.27,0.27,-0.73,-0.73,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-0.73,-0.73,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,7,88,87,"earnings,software"
id_628,2024-05-13 09:00:00+00,4.5,-2.1,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.029,0,0.28,0.28,0.28,-0.72,-0.72,0.28,0.28,0.28,0.28,0.28,0.28,0.28,-0.72,-0.72,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,8,89,88,"ai,hardware"
id_629,2024-06-14 09:00:00+00,5.0,-1.7999999999999998,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.030000000000000002,1,0.29,0.29,0.29,-0.71,-0.71,0.29,0.29,0.29,0.29,0.29,0.29,0.29,-0.71,-0.71,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,9,90,89,"earnings,software"
id_630,2024-07-15 09:00:00+00,-5.0,-1.5,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.031,-1,0.3,0.3,0.3,-0.7,-0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-0.7,-0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,91,0,"ai,hardware"
id_631,2024-08-16 09:00:00+00,-4.5,-1.2,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.032,0,0.31,0.31,0.31,-0.69,-0.69,0.31,0.31,0.31,0.31,0.31,0.31,0.31,-0.69,-0.69,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,1,92,1,"earnings,software"
id_632,2024-09-17 09:00:00+00,-4.0,-0.8999999999999999,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.033,1,0.32,0.32,0.32,-0.68,-0.68,0.32,0.32,0.32,0.32,0.32,0.32,0.32,-0.68,-0.68,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,2,93,2,"ai,hardware"
id_633,2024-10-18 09:00:00+00,-3.5,-0.6,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.034,-1,0.33,0.33,0.33,-0.67,-0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,-0.67,-0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,3,94,3,"earnings,software"
id_634,2024-11-19 09:00:00+00,-3.0,-0.3,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.035,0,0.34,0.34,0.34,-0.66,-0.66,0.34,0.34,0.34,0.34,0.34,0.34,0.34,-0.66,-0.66,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,4,95,4,"ai,hardware"
id_635,2024-12-20 09:00:00+00,-2.5,0.0,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.036000000000000004,1,0.35,0.35,0.35,-0.65,-0.65,0.35,0.35,0.35,0.35,0.35,0.35,0.35,-0.65,-0.65,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,5,96,5,"earnings,software"
id_636,2024-01-21 09:00:00+00,-2.0,0.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.037,-1,0.36,0.36,0.36,-0.64,-0.64,0.36,0.36,0.36,0.36,0.36,0.36,0.36,-0.64,-0.64,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,6,97,6,"ai,hardware"
id_637,2024-02-22 09:00:00+00,-1.5,0.6,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.038,0,0.37,0.37,0.37,-0.63,-0.63,0.37,0.37,0.37,0.37,0.37,0.37,0.37,-0.63,-0.63,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,7,98,7,"earnings,software"
